Age,Gender,Year,Course,Branch,Bank_Account,Bank_Name,Demat_Account,Broker_Name,Trading_Segment,Income,Income_Source,Expenses,Track_Expenses,Budgeting_Knowledge,Savings
21.0,Male,2nd year,BBA,Not Applicable,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,165
22.0,Female,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,10k to 30k,Family support,less than 5k,Yes,No,665
21.0,Female,2nd year,BBA,Not Applicable,Yes,HDFC Bank,Yes,Angle One,Equity;Futures & Options,10k to 30k,Internship,less than 5k,No,Yes,593
19.0,Male,1st year,B.Tech,Civil,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,149
20.0,Female,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Internship,less than 5k,Maybe,No,447
20.0,Female,2nd year,B.Tech,Electrical,Yes,State Bank of India,Yes,Upstox,Equity;Futures & Options,10k to 30k,Part - Time Job,less than 5k,Maybe,Yes,2149
18.0,Male,1st year,B.Tech,Electrical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
21.0,Male,3rd year,Other,Not Applicable,Yes,HDFC Bank,No,Not Applicable,,10k to 30k,Internship,5k to 15k,Yes,Yes,3007
21.0,Male,2nd year,B.Tech,CSE,Yes,ICICI Bank,Yes,Grow,Futures & Options,less than 10k,Family support,less than 5k,Yes,Yes,0
23.0,Male,2nd year,Other,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,54
22.0,Female,2nd year,B.Tech,Aerospace,Yes,HDFC Bank,Yes,Angle One,Futures & Options;Mutual Funds,less than 10k,Family support,less than 5k,Yes,Yes,1280
20.0,Male,1st year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,96
20.0,Male,1st year,B.Tech,Electrical,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,0
19.0,Male,2nd year,BBA,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,86
20.0,Male,2nd year,B.Tech,CSE,Yes,ICICI Bank,Yes,Angle One,Equity;Futures & Options;Commodity,10k to 30k,Internship,5k to 15k,Yes,No,4105
22.0,Male,3rd year,B.Com,Not Applicable,Yes,ICICI Bank,Yes,Angle One,Equity,10k to 30k,Part - Time Job,less than 5k,No,No,4381
21.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,5k to 15k,Yes,No,1624
18.0,Male,1st year,BBA,Not Applicable,Yes,Pnb,No,Not Applicable,,10k to 30k,Freelancing,5k to 15k,Yes,Yes,492
19.0,Male,1st year,Other,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,5k to 15k,Maybe,Yes,1225
21.0,Male,2nd year,B.Tech,CSE,Yes,ICICI Bank,Yes,Grow,Futures & Options,less than 10k,Family support,less than 5k,Yes,Yes,0
19.0,Male,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,867
22.0,Male,2nd year,B.Tech,Civil,Yes,State Bank of India,No,Not Applicable,,10k to 30k,Internship,15k to 30k,Maybe,No,716
19.0,Male,1st year,B.Tech,Aerospace,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,489
20.0,Female,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,95
19.0,Male,2nd year,BBA,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,463
21.0,Male,2nd year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,1072
21.0,Male,1st year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,356
19.0,Male,1st year,B.Tech,Electrical,Yes,Punjab National Bank ,Yes,Zerodha,Mutual Funds,less than 10k,Family support,less than 5k,Maybe,Yes,401
21.0,Male,2nd year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,643
21.0,Female,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,360
23.0,Male,4th year,B.Tech,Mechanical,Yes,State Bank of India,Yes,Zerodha,Commodity,10k to 30k,Part - Time Job,less than 5k,No,Yes,8271
18.0,Male,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,55
24.0,Male,4th year,B.Tech,Aerospace,Yes,HDFC Bank,Yes,Grow,Futures & Options,10k to 30k,Startup,5k to 15k,Yes,Yes,9414
20.0,Female,2nd year,B.Tech,Civil,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,0
18.0,Male,1st year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,more than 30k,Others,more than 30k,No,No,5047
18.0,Male,1st year,B.Tech,Electrical,Yes,India post payments bank,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,867
21.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,840
18.0,Male,1st year,B.Tech,Electrical,Yes,India post payments bank,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,1056
23.0,Male,4th year,Other,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Futures & Options,10k to 30k,Part - Time Job,less than 5k,Yes,Yes,153
22.0,Male,3rd year,B.Tech,Mechanical,Yes,Yes Bank,No,Not Applicable,,less than 10k,Others,less than 5k,Yes,No,0
22.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,Yes,Yes,958
19.0,Male,1st year,B.Tech,Aerospace,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,272
19.0,Male,1st year,B.Tech,CSE,Yes,BOB,Yes,Grow,Mutual Funds;Commodity,less than 10k,Family support,less than 5k,Yes,Yes,1220
18.0,Male,1st year,B.Tech,Electrical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,0
21.0,Male,4th year,B.Tech,CSE,Yes,HDFC Bank,Yes,Zerodha,Equity;Mutual Funds,10k to 30k,Family support,15k to 30k,No,Yes,19
19.0,Male,1st year,BBA,Not Applicable,Yes,Jk,Yes,Grow,Mutual Funds,10k to 30k,Family support,5k to 15k,No,No,299
19.0,Male,1st year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,308
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,446
20.0,Female,2nd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,195
20.0,Male,2nd year,B.Tech,Civil,Yes,HDFC Bank,Yes,Angle One,Equity;Futures & Options;Mutual Funds,less than 10k,Freelancing,less than 5k,Yes,Yes,2317
20.0,Male,2nd year,B.Com,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,83
22.0,Male,3rd year,B.Tech,Mechanical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,819
20.0,Male,1st year,B.Tech,Electrical,Yes,Canara ,No,Not Applicable,,less than 10k,Family support,5k to 15k,No,No,1079
21.0,Male,2nd year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,563
19.0,Male,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,more than 30k,Family support,5k to 15k,Yes,Yes,1846
23.0,Male,2nd year,Other,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,543
20.0,Male,2nd year,B.Tech,Automobile,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,1166
20.0,Male,2nd year,BA,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,139
19.0,Male,1st year,B.Tech,Civil,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,241
19.0,Female,1st year,B.Tech,CSE,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,99
19.0,Male,2nd year,BBA,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,426
18.0,Male,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,No,Yes,0
22.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,4952
22.0,Male,3rd year,B.Tech,CSE,Yes,Yes bank,Yes,Angle One,Equity;Futures & Options;Commodity,10k to 30k,Freelancing,less than 5k,Yes,Yes,1150
21.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,5k to 15k,Yes,Yes,515
23.0,Female,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,493
20.0,Male,3rd year,BBA,Not Applicable,Yes,State Bank of India,Yes,Grow,Commodity,less than 10k,Family support,5k to 15k,Yes,Yes,53
22.0,Female,3rd year,B.Tech,CSE,Yes,State Bank of India,Yes,Zerodha,Equity,10k to 30k,Family support,less than 5k,Maybe,Yes,218
23.0,Male,4th year,Other,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Futures & Options,10k to 30k,Part - Time Job,less than 5k,Yes,Yes,222
21.0,Male,3rd year,Other,Not Applicable,Yes,HDFC Bank,No,Not Applicable,,10k to 30k,Internship,5k to 15k,Yes,Yes,3125
20.0,Female,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
20.0,Male,2nd year,B.Tech,CSE,Yes,HDFC Bank,Yes,Grow,Equity;Mutual Funds,less than 10k,Part - Time Job,less than 5k,Yes,Yes,3717
19.0,Male,1st year,B.Tech,Civil,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,0
21.0,Male,2nd year,B.Tech,Electrical,Yes,State Bank of India,Yes,Zerodha,Futures & Options,10k to 30k,Family support,less than 5k,No,No,760
26.0,Male,4th year,BBA,Not Applicable,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,498
18.0,Male,1st year,BBA,Not Applicable,Yes,Pnb,No,Not Applicable,,10k to 30k,Freelancing,5k to 15k,Yes,Yes,78
21.0,Female,3rd year,B.Com,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Futures & Options;Mutual Funds;Commodity,10k to 30k,Freelancing,less than 5k,Yes,Yes,5347
19.0,Male,1st year,B.Tech,Electrical,Yes,Punjab National Bank ,Yes,Zerodha,Mutual Funds,less than 10k,Family support,less than 5k,Maybe,Yes,0
22.0,Female,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,10k to 30k,Family support,less than 5k,Yes,No,891
21.0,Male,1st year,BA,Not Applicable,Yes,ICICI Bank,Yes,Upstox,Equity;Futures & Options;Mutual Funds,10k to 30k,Part - Time Job,less than 5k,Maybe,No,5273
21.0,Male,2nd year,B.Tech,Aerospace,Yes,ICICI Bank,Yes,Upstox,Equity;Futures & Options;Mutual Funds,10k to 30k,Internship,less than 5k,No,No,3438
23.0,Male,4th year,B.Com,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,38
21.0,Male,3rd year,B.Tech,CSE,Yes,HDFC Bank,Yes,Zerodha,Equity;Futures & Options;Mutual Funds,less than 10k,Family support,less than 5k,No,No,448
22.0,Male,3rd year,B.Tech,Mechanical,Yes,Yes Bank,No,Not Applicable,,less than 10k,Others,less than 5k,Yes,No,298
20.0,Male,2nd year,B.Tech,CSE,Yes,HDFC Bank,Yes,Grow,Equity;Mutual Funds,less than 10k,Part - Time Job,less than 5k,Yes,Yes,3843
19.0,Male,1st year,B.Com,Not Applicable,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,190
20.0,Female,2nd year,B.Tech,CSE,Yes,IPPB,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,0
19.0,Female,1st year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,385
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Others,less than 5k,Yes,Yes,1125
21.0,Female,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,0
21.0,Male,2nd year,BBA,Not Applicable,Yes,BOB,Yes,Zerodha,Equity;Futures & Options,10k to 30k,Freelancing,less than 5k,Yes,Yes,3953
22.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,4810
19.0,Female,1st year,B.Tech,Aerospace,Yes,HDFC Bank,No,Not Applicable,,10k to 30k,Family support,5k to 15k,Yes,No,0
21.0,Male,2nd year,BA,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Mutual Funds;Commodity,more than 30k,Freelancing,15k to 30k,Yes,Yes,5837
21.0,Female,3rd year,BBA,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,197
19.0,Male,1st year,B.Tech,Civil,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,334
22.0,Female,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,10k to 30k,Family support,less than 5k,Yes,No,391
19.0,Male,1st year,B.Tech,Aerospace,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,0
18.0,Male,1st year,B.Tech,Aerospace,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,13
21.0,Male,2nd year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,1131
24.0,Male,4th year,B.Tech,CSE,Yes,HDFC Bank,Yes,Zerodha,Equity;Futures & Options;Mutual Funds,10k to 30k,Startup,5k to 15k,No,No,2248
21.0,Male,3rd year,B.Tech,Mechanical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,324
21.0,Male,2nd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,271
18.0,Male,1st year,B.Tech,Civil,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,456
24.0,Male,4th year,B.Tech,CSE,Yes,HDFC Bank,Yes,Zerodha,Equity;Futures & Options;Mutual Funds,10k to 30k,Startup,5k to 15k,No,No,2207
19.0,Male,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,1096
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,5k to 15k,Maybe,Yes,0
20.0,Male,3rd year,BBA,Not Applicable,Yes,State Bank of India,Yes,Grow,Commodity,less than 10k,Family support,5k to 15k,Yes,Yes,61
18.0,Male,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,791
20.0,Male,1st year,Other,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Equity;Mutual Funds;Others,less than 10k,Family support,less than 5k,Maybe,Yes,515
20.0,Female,2nd year,B.Tech,CSE,Yes,IPPB,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,122
20.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,No,No,3495
21.0,Male,1st year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,178
20.0,Male,2nd year,B.Tech,Civil,Yes,State Bank of India,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,Maybe,Yes,1068
22.0,Male,3rd year,B.Tech,Mechanical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,888
21.0,Male,2nd year,BBA,Not Applicable,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,159
20.0,Male,2nd year,Other,Not Applicable,Yes,State Bank of India,Yes,Grow,Equity;Futures & Options;Mutual Funds,10k to 30k,Freelancing,less than 5k,Yes,No,4089
24.0,Male,4th year,B.Tech,Automobile,Yes,HDFC Bank,Yes,Upstox,Commodity;Others,less than 10k,Part - Time Job,less than 5k,Yes,Yes,1360
18.0,Male,1st year,B.Tech,Electrical,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,5k to 15k,No,No,355
18.0,Male,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,No,Yes,0
19.0,Male,1st year,B.Com,Not Applicable,Yes,State Bank of India,Yes,Grow,Equity;Futures & Options;Mutual Funds,10k to 30k,Part - Time Job,less than 5k,Yes,Yes,2000
20.0,Female,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
21.0,Male,2nd year,BBA,Not Applicable,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,163
19.0,Male,1st year,B.Tech,Electrical,Yes,PNB,No,Not Applicable,,less than 10k,Family support,5k to 15k,Yes,No,435
22.0,Male,3rd year,B.Tech,Automobile,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,162
19.0,Male,4th year,BA,Not Applicable,Yes,State Bank of India,Yes,Angle One,Equity;Futures & Options;Mutual Funds,less than 10k,Part - Time Job,less than 5k,Yes,Yes,1056
22.0,Male,1st year,Other,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,1218
21.0,Male,1st year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,393
21.0,Male,2nd year,BBA,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Futures & Options,less than 10k,Internship,less than 5k,No,No,195
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Others,less than 5k,Yes,Yes,815
25.0,Male,1st year,Other,Not Applicable,Yes,State Bank of India,Yes,Grow,Others,less than 10k,Freelancing,less than 5k,Yes,Yes,4894
21.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Internship,less than 5k,Yes,No,0
25.0,Male,1st year,Other,Not Applicable,Yes,State Bank of India,Yes,Grow,Others,less than 10k,Freelancing,less than 5k,Yes,Yes,5068
20.0,Male,1st year,B.Tech,CSE,Yes,State Bank of India,Yes,Zerodha,Others,less than 10k,Family support,less than 5k,Maybe,No,393
21.0,Male,2nd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,10k to 30k,Family support,less than 5k,Yes,Yes,367
21.0,Male,1st year,Other,Not Applicable,Yes,HDFC Bank,Yes,Paytm Money,Equity;Mutual Funds,10k to 30k,Family support,5k to 15k,Yes,Yes,5043
24.0,Male,1st year,Other,Not Applicable,Yes,State Bank of India,No,Not Applicable,,10k to 30k,Family support,5k to 15k,Yes,Yes,2906
22.0,Male,1st year,Other,Not Applicable,Yes,Canara Bank,Yes,Grow,Equity,10k to 30k,Family support,5k to 15k,No,Yes,0
21.0,Male,2nd year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,164
20.0,Male,2nd year,B.Tech,CSE,Yes,BOB,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,667
18.0,Female,1st year,B.Tech,CSE,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,498
24.0,Male,4th year,B.Com,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Equity;Futures & Options;Mutual Funds;Commodity,10k to 30k,Part - Time Job,less than 5k,Yes,No,10486
22.0,Male,3rd year,B.Com,Not Applicable,Yes,ICICI Bank,Yes,Angle One,Equity,10k to 30k,Part - Time Job,less than 5k,No,No,4773
19.0,Male,1st year,B.Com,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Others,less than 5k,Yes,No,1141
21.0,Male,1st year,Other,Not Applicable,Yes,Bank of Baroda ,No,Not Applicable,,more than 30k,Family support,more than 30k,No,Yes,91
20.0,Male,2nd year,B.Tech,CSE,Yes,HDFC Bank,Yes,Grow,Equity;Mutual Funds,less than 10k,Part - Time Job,less than 5k,Yes,Yes,3698
25.0,Male,1st year,Other,Not Applicable,Yes,State Bank of India,Yes,Grow,Others,less than 10k,Freelancing,less than 5k,Yes,Yes,5369
23.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,Yes,Angle One,Futures & Options;Mutual Funds,10k to 30k,Part - Time Job,less than 5k,Yes,Yes,10308
23.0,Female,4th year,B.Tech,CSE,Yes,HDFC Bank,Yes,Angle One,Futures & Options;Mutual Funds,more than 30k,Freelancing,15k to 30k,Yes,Yes,862
21.0,Male,1st year,Other,Not Applicable,Yes,Bank of Baroda ,No,Not Applicable,,more than 30k,Family support,more than 30k,No,Yes,243
21.0,Male,2nd year,B.Com,Not Applicable,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,424
22.0,Female,2nd year,B.Tech,Aerospace,Yes,HDFC Bank,Yes,Angle One,Futures & Options;Mutual Funds,less than 10k,Family support,less than 5k,Yes,Yes,754
21.0,Male,2nd year,BBA,Not Applicable,Yes,BOB,Yes,Zerodha,Equity;Futures & Options,10k to 30k,Freelancing,less than 5k,Yes,Yes,4116
20.0,Female,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,300
21.0,Female,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,69
20.0,Male,2nd year,B.Tech,CSE,Yes,ICICI Bank,No,Not Applicable,,10k to 30k,Part - Time Job,less than 5k,No,No,911
21.0,Male,2nd year,B.Tech,CSE,Yes,BOB,Yes,Angle One,Equity;Futures & Options,less than 10k,Family support,less than 5k,Yes,No,505
19.0,Male,1st year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,164
19.0,Female,1st year,B.Tech,Aerospace,Yes,HDFC Bank,No,Not Applicable,,10k to 30k,Family support,5k to 15k,Yes,No,0
21.0,Male,2nd year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,1117
19.0,Male,1st year,BBA,Not Applicable,Yes,Jk,Yes,Grow,Mutual Funds,10k to 30k,Family support,5k to 15k,No,No,0
19.0,Male,2nd year,BBA,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,9
20.0,Female,2nd year,B.Tech,CSE,Yes,IPPB,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,0
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,Yes,Angle One,Futures & Options,less than 10k,Family support,less than 5k,Yes,Yes,413
19.0,Male,1st year,B.Tech,Mechanical,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,306
21.0,Male,1st year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,7
21.0,Male,1st year,BA,Not Applicable,Yes,ICICI Bank,Yes,Upstox,Equity;Futures & Options;Mutual Funds,10k to 30k,Part - Time Job,less than 5k,Maybe,No,5196
21.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Internship,less than 5k,Yes,No,353
20.0,Male,2nd year,BA,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,56
20.0,Male,2nd year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,Yes,Yes,631
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,5k to 15k,Maybe,Yes,490
20.0,Female,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,413
22.0,Male,4th year,B.Tech,CSE,Yes,Yes Bank,Yes,Grow,Equity;Futures & Options,10k to 30k,Freelancing,5k to 15k,No,No,919
18.0,Male,1st year,B.Tech,CSE,Yes,Bank of Baroda ,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,193
22.0,Male,2nd year,B.Com,Not Applicable,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,4609
19.0,Male,1st year,B.Tech,Electrical,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,2319
21.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,5k to 15k,Yes,No,1407
24.0,Male,4th year,B.Com,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Equity;Futures & Options;Mutual Funds;Commodity,10k to 30k,Part - Time Job,less than 5k,Yes,No,10238
20.0,Male,1st year,B.Tech,Electrical,Yes,Canara ,No,Not Applicable,,less than 10k,Family support,5k to 15k,No,No,895
20.0,Male,2nd year,B.Tech,CSE,Yes,ICICI Bank,Yes,Angle One,Equity;Futures & Options;Commodity,10k to 30k,Internship,5k to 15k,Yes,No,3745
20.0,Female,2nd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,154
21.0,Male,3rd year,B.Tech,Mechanical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,469
20.0,Male,3rd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,10k to 30k,Others,5k to 15k,No,Yes,2371
20.0,Female,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,16
23.0,Male,4th year,Other,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Futures & Options,10k to 30k,Part - Time Job,less than 5k,Yes,Yes,0
18.0,Male,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,483
21.0,Female,3rd year,B.Com,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Futures & Options;Mutual Funds;Commodity,10k to 30k,Freelancing,less than 5k,Yes,Yes,5326
22.0,Male,1st year,Other,Not Applicable,Yes,Bank of india,No,Not Applicable,,more than 30k,Family support,5k to 15k,Yes,Yes,2181
22.0,Male,1st year,Other,Not Applicable,Yes,Bank of india,No,Not Applicable,,more than 30k,Family support,5k to 15k,Yes,Yes,2085
19.0,Male,1st year,B.Tech,Aerospace,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,335
20.0,Male,3rd year,BBA,Not Applicable,Yes,State Bank of India,Yes,Grow,Commodity,less than 10k,Family support,5k to 15k,Yes,Yes,231
19.0,Male,1st year,B.Tech,Mechanical,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,0
19.0,Male,1st year,B.Tech,Civil,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,392
